YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE
1986,1,6,St. Joseph's,60,11,Richmond,59
1986,1,12,DePaul,72,5,Virginia,68
1986,1,8,Western Kentucky,67,9,Nebraska,59
1986,1,7,Bradley,83,10,UTEP,65
1986,1,14,Cleveland State,83,3,Indiana,79
1985,6,8,Villanova,66,1,Georgetown,64
1985,5,1,Georgetown,77,1,St. John's,59
1985,5,8,Villanova,52,2,Memphis,45
1985,4,1,St. John's,69,3,North Carolina State,60
1985,4,8,Villanova,56,2,North Carolina,44
1985,4,1,Georgetown,60,2,Georgia Tech,54
1985,4,2,Memphis,63,1,Oklahoma,61
1985,3,2,Memphis,59,11,Boston College,57
1985,3,1,St. John's,86,12,Kentucky,70
1985,3,8,Villanova,46,5,Maryland,43
1985,3,2,North Carolina,62,11,Auburn,56
1985,3,1,Georgetown,65,4,Loyola (Ill.),53
1985,3,2,Georgia Tech,61,3,Illinois,53
1985,3,3,North Carolina State,61,7,Alabama,55
1985,3,1,Oklahoma,86,5,Louisiana Tech,84
1985,2,2,Georgia Tech,70,7,Syracuse,53
1985,2,11,Boston College,74,3,Duke,73
1985,2,1,St. John's,68,9,Arkansas,65
1985,2,4,Loyola (Ill.),70,5,Southern Methodist,57
1985,2,3,North Carolina State,86,11,UTEP,73
1985,2,7,Alabama,63,2,Virginia Commonwealth,59
1985,2,2,Memphis,67,7,Alabama-Birmingham,66
1985,2,11,Auburn,66,3,Kansas,64
1985,2,1,Georgetown,63,8,Temple,46
1985,2,3,Illinois,74,6,Georgia,58
1985,2,12,Kentucky,64,4,UNLV,61
1985,2,5,Louisiana Tech,79,4,Ohio State,67
1985,2,5,Maryland,64,13,Navy,59
1985,2,8,Villanova,59,1,Michigan,55
1985,2,1,Oklahoma,75,9,Illinois State,69
1985,2,2,North Carolina,60,7,Notre Dame,58
1985,1,3,Duke,75,14,Pepperdine,62
1985,1,7,Syracuse,70,10,DePaul,65
1985,1,11,Auburn,59,6,Purdue,58
1985,1,1,St. John's,83,16,Southern,59
1985,1,9,Illinois State,58,8,Southern California,55
1985,1,5,Southern Methodist,85,12,Old Dominion,68
1985,1,8,Temple,60,9,Virginia Tech,57
1985,1,11,Boston College,55,6,Texas Tech,53
1985,1,11,UTEP,79,6,Tulsa,75
1985,1,4,UNLV,85,13,San Diego State,80
1985,1,8,Villanova,51,9,Dayton,49
1985,1,7,Alabama,50,10,Arizona,41
1985,1,2,Virginia Commonwealth,81,15,Marshall,65
1985,1,12,Kentucky,66,5,Washington,58
1985,1,3,Kansas,49,14,Ohio,38
1985,1,13,Navy,78,4,LSU,55
1985,1,7,Alabama-Birmingham,70,10,Michigan State,68
1985,1,1,Georgetown,68,16,Lehigh,43
1985,1,6,Georgia,67,11,Wichita State,59
1985,1,2,Georgia Tech,65,15,Mercer,58
1985,1,3,Illinois,76,14,Northeastern,57
1985,1,5,Louisiana Tech,78,12,Pittsburgh,54
1985,1,4,Loyola (Ill.),59,13,Iona,58
1985,1,5,Maryland,69,12,Miami (Ohio),68
1985,1,2,Memphis,67,15,Penn,55
1985,1,1,Michigan,59,16,Fairleigh Dickinson,55
1985,1,9,Arkansas,63,8,Iowa,54
1985,1,3,North Carolina State,65,14,Nevada,56
1985,1,4,Ohio State,75,13,Iowa State,64
1985,1,1,Oklahoma,96,16,North Carolina A&T,83
1985,1,7,Notre Dame,79,10,Oregon State,70
1985,1,2,North Carolina,76,15,Middle Tennessee State,57
